startest,,诱饵,手动触发,,2015-06-10,--&--&--&--&--&--,--&--&--&--,0.0,0.0,3.3,0.0,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,4
True,False,False,False,False,False,False,False,False,False,False,True,True,True
-3.2635,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50317382812,4.52606201172,4.50225830078,4.51522827148,0.0,0.0,0
-3.263,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49066162109,4.51385498047,4.48883056641,4.50386047363,0.0,0.0,0.0
-3.2625,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47715759277,4.50271606445,4.47654724121,4.49127197266,0.0,0.0,0.0
-3.262,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46517944336,4.48951721191,4.46563720703,4.47830200195,0.0,0.0,0.0
-3.2615,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45442199707,4.47692871094,4.453125,4.46647644043,0.0,0.0,0.0
-3.261,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44183349609,4.46571350098,4.44023132324,4.45518493652,0.0,0.0,0.0
-3.2605,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43710327148,4.46380615234,4.44000244141,4.4556427002,0.0,0.0,0.0
-3.26,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51156616211,4.54444885254,4.52964782715,4.55169677734,0.0,0.0,0.0
-3.2595,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63508605957,4.66438293457,4.64370727539,4.66255187988,0.0,0.0,0.0
-3.259,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64630126953,4.67155456543,4.64385986328,4.65881347656,0.0,0.0,0.0
-3.2585,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.6305847168,4.65576171875,4.63035583496,4.64370727539,0.0,0.0,0.0
-3.258,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61769104004,4.64073181152,4.61616516113,4.62966918945,0.0,0.0,0.0
-3.2575,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60342407227,4.62776184082,4.60166931152,4.6167755127,0.0,0.0,0.0
-3.257,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58877563477,4.61471557617,4.58847045898,4.60311889648,0.0,0.0,0.0
-3.2565,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57626342773,4.60075378418,4.57633972168,4.58908081055,0.0,0.0,0.0
-3.256,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56428527832,4.58770751953,4.56283569336,4.57664489746,0.0,0.0,0.0
-3.2555,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55047607422,4.57595825195,4.54948425293,4.56474304199,0.0,0.0,0.0
-3.255,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53742980957,4.56283569336,4.53727722168,4.55116271973,0.0,0.0,0.0
-3.2545,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52621459961,4.54940795898,4.5255279541,4.53842163086,0.0,0.0,0.0
-3.254,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51370239258,4.53720092773,4.51240539551,4.52674865723,0.0,0.0,0.0
-3.2535,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5002746582,4.52590942383,4.49935913086,4.5142364502,0.0,0.0,0.0
-3.253,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48829650879,4.51278686523,4.48852539062,4.5011138916,0.0,0.0,0.0
-3.2525,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47715759277,4.49981689453,4.47601318359,4.48936462402,0.0,0.0,0.0
-3.252,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46434020996,4.4881439209,4.46296691895,4.47784423828,0.0,0.0,0.0
-3.2515,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45121765137,4.47662353516,4.45083618164,4.4652557373,0.0,0.0,0.0
-3.251,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43977355957,4.46327209473,4.44000244141,4.45259094238,0.0,0.0,0.0
-3.2505,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43984985352,4.46426391602,4.44229125977,4.45877075195,0.0,0.0,0.0
-3.25,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52644348145,4.56153869629,4.54429626465,4.56893920898,0.0,0.0,0.0
-3.2495,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64210510254,4.67185974121,4.64920043945,4.66567993164,0.0,0.0,0.0
-3.249,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64454650879,4.66766357422,4.64317321777,4.65690612793,0.0,0.0,0.0
-3.2485,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.62951660156,4.65362548828,4.62768554688,4.64294433594,0.0,0.0,0.0
-3.248,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61418151855,4.64027404785,4.61387634277,4.62860107422,0.0,0.0,0.0
-3.2475,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60098266602,4.62600708008,4.60105895996,4.61402893066,0.0,0.0,0.0
-3.247,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5890045166,4.61235046387,4.58755493164,4.60121154785,0.0,0.0,0.0
-3.2465,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57496643066,4.60014343262,4.57366943359,4.58892822266,0.0,0.0,0.0
-3.246,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56123352051,4.58717346191,4.56108093262,4.57557678223,0.0,0.0,0.0
-3.2455,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54917907715,4.57328796387,4.54925537109,4.56230163574,0.0,0.0,0.0
