startest,,诱饵,手动触发,,2015-06-10,--&--&--&--&--&--,--&--&--&--,0.0,0.0,3.3,0.0,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,4
True,False,False,False,False,False,False,False,False,False,False,True,True,True
-3.2955,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43557739258,4.45907592773,4.43572998047,4.4514465332,0.0,0.0,0
-3.295,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46144104004,4.49356079102,4.47448730469,4.4962310791,0.0,0.0,0.0
-3.2945,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58511352539,4.61868286133,4.60266113281,4.62387084961,0.0,0.0,0.0
-3.294,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64942932129,4.67346191406,4.64897155762,4.6647644043,0.0,0.0,0.0
-3.2935,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63714599609,4.66262817383,4.6354675293,4.65065002441,0.0,0.0,0.0
-3.293,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.62181091309,4.64775085449,4.62142944336,4.63584899902,0.0,0.0,0.0
-3.2925,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60914611816,4.6329498291,4.6085357666,4.62135314941,0.0,0.0,0.0
-3.292,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59579467773,4.61952209473,4.59442138672,4.60876464844,0.0,0.0,0.0
-3.2915,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58145141602,4.60731506348,4.58076477051,4.5955657959,0.0,0.0,0.0
-3.291,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56840515137,4.59396362305,4.56832885742,4.58168029785,0.0,0.0,0.0
-3.2905,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55688476562,4.580078125,4.55596923828,4.56939697266,0.0,0.0,0.0
-3.29,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54383850098,4.5677947998,4.54216003418,4.5573425293,0.0,0.0,0.0
-3.2895,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52995300293,4.55581665039,4.52995300293,4.54429626465,0.0,0.0,0.0
-3.289,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51797485352,4.54246520996,4.51843261719,4.53117370605,0.0,0.0,0.0
-3.2885,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5068359375,4.52987670898,4.50553894043,4.5189666748,0.0,0.0,0.0
-3.288,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49363708496,4.51843261719,4.49241638184,4.50752258301,0.0,0.0,0.0
-3.2875,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.4807434082,4.50607299805,4.48051452637,4.4945526123,0.0,0.0,0.0
-3.287,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46983337402,4.49279785156,4.46914672852,4.48173522949,0.0,0.0,0.0
-3.2865,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45777893066,4.48081970215,4.45655822754,4.47074890137,0.0,0.0,0.0
-3.286,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44442749023,4.46983337402,4.44374084473,4.45846557617,0.0,0.0,0.0
-3.2855,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43504333496,4.46090698242,4.43740844727,4.45182800293,0.0,0.0,0.0
-3.285,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47715759277,4.50744628906,4.49073791504,4.51248168945,0.0,0.0,0.0
-3.2845,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60479736328,4.63806152344,4.61898803711,4.64134216309,0.0,0.0,0.0
-3.284,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64820861816,4.67613220215,4.65065002441,4.66567993164,0.0,0.0,0.0
-3.2835,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63584899902,4.65995788574,4.63539123535,4.64813232422,0.0,0.0,0.0
-3.283,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.62219238281,4.6459197998,4.62043762207,4.63478088379,0.0,0.0,0.0
-3.2825,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60678100586,4.63287353516,4.60571289062,4.62104797363,0.0,0.0,0.0
-3.282,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59312438965,4.61906433105,4.59281921387,4.60678100586,0.0,0.0,0.0
-3.2815,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58160400391,4.60479736328,4.58038330078,4.59381103516,0.0,0.0,0.0
-3.281,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56809997559,4.59182739258,4.56680297852,4.58145141602,0.0,0.0,0.0
-3.2805,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55413818359,4.580078125,4.55383300781,4.56848144531,0.0,0.0,0.0
-3.28,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54177856445,4.56665039062,4.54208374023,4.55497741699,0.0,0.0,0.0
-3.2795,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53063964844,4.55352783203,4.52941894531,4.5426940918,0.0,0.0,0.0
-3.279,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51721191406,4.54216003418,4.51591491699,4.53094482422,0.0,0.0,0.0
-3.2785,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50416564941,4.5295715332,4.50393676758,4.51782226562,0.0,0.0,0.0
-3.278,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49310302734,4.51629638672,4.49241638184,4.50523376465,0.0,0.0,0.0
-3.2775,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48104858398,4.50408935547,4.47967529297,4.49394226074,0.0,0.0,0.0
