startest,,诱饵,手动触发,,2015-06-10,--&--&--&--&--&--,--&--&--&--,-1.3,0.4,1.0,4.8,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,4
True,False,False,False,False,False,False,False,False,False,False,True,True,True
-0.962,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50584411621,4.5295715332,4.50454711914,4.51934814453,0.0,0.0,0.0
-0.9615,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49256896973,4.51797485352,4.49188232422,4.50698852539,0.0,0.0,0.0
-0.961,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48020935059,4.50538635254,4.4800567627,4.49409484863,0.0,0.0,0.0
-0.9605,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46853637695,4.49249267578,4.46876525879,4.48150634766,0.0,0.0,0.0
-0.96,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45739746094,4.4799041748,4.45625305176,4.46952819824,0.0,0.0,0.0
-0.9595,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44496154785,4.46838378906,4.44320678711,4.45823669434,0.0,0.0,0.0
-0.959,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.4352722168,4.46151733398,4.43740844727,4.45327758789,0.0,0.0,0.0
-0.9585,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48463439941,4.51728820801,4.50096130371,4.52278137207,0.0,0.0,0.0
-0.958,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61517333984,4.64584350586,4.6280670166,4.64805603027,0.0,0.0,0.0
-0.9575,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.65034484863,4.67544555664,4.64958190918,4.66423034668,0.0,0.0,0.0
-0.957,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63302612305,4.65950012207,4.63249206543,4.64767456055,0.0,0.0,0.0
-0.9565,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61906433105,4.64431762695,4.61875915527,4.63233947754,0.0,0.0,0.0
-0.956,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60639953613,4.62989807129,4.60548400879,4.61875915527,0.0,0.0,0.0
-0.9555,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59274291992,4.6167755127,4.59175109863,4.60578918457,0.0,0.0,0.0
-0.955,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57862854004,4.60426330566,4.57763671875,4.59297180176,0.0,0.0,0.0
-0.9545,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56535339355,4.59136962891,4.56527709961,4.57962036133,0.0,0.0,0.0
-0.954,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55299377441,4.57748413086,4.55337524414,4.56619262695,0.0,0.0,0.0
-0.9535,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54177856445,4.5645904541,4.54040527344,4.5539855957,0.0,0.0,0.0
-0.953,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5287322998,4.55215454102,4.5272064209,4.54208374023,0.0,0.0,0.0
-0.9525,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5149230957,4.54063415527,4.51438903809,4.52926635742,0.0,0.0,0.0
-0.952,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50309753418,4.5280456543,4.50286865234,4.51622009277,0.0,0.0,0.0
-0.9515,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49180603027,4.51469421387,4.49104309082,4.50393676758,0.0,0.0,0.0
-0.951,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47959899902,4.50256347656,4.47845458984,4.4921875,0.0,0.0,0.0
-0.9505,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46640014648,4.49142456055,4.46548461914,4.48036193848,0.0,0.0,0.0
-0.95,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45373535156,4.47891235352,4.45373535156,4.46784973145,0.0,0.0,0.0
-0.9495,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44221496582,4.46617126465,4.44259643555,4.45487976074,0.0,0.0,0.0
-0.949,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43832397461,4.4620513916,4.44000244141,4.45465087891,0.0,0.0,0.0
-0.9485,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50561523438,4.5386505127,4.5223236084,4.54696655273,0.0,0.0,0.0
-0.948,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63027954102,4.66255187988,4.64134216309,4.6605682373,0.0,0.0,0.0
-0.9475,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64790344238,4.67216491699,4.64599609375,4.65881347656,0.0,0.0,0.0
-0.947,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63241577148,4.65576171875,4.63119506836,4.64477539062,0.0,0.0,0.0
-0.9465,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61769104004,4.6418762207,4.6159362793,4.63119506836,0.0,0.0,0.0
-0.946,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60289001465,4.62898254395,4.60227966309,4.61730957031,0.0,0.0,0.0
-0.9455,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58961486816,4.61524963379,4.58930969238,4.60304260254,0.0,0.0,0.0
-0.945,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5775604248,4.6012878418,4.57672119141,4.58999633789,0.0,0.0,0.0
-0.9445,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56497192383,4.58824157715,4.56359863281,4.57733154297,0.0,0.0,0.0
-0.944,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55154418945,4.57641601562,4.55017089844,4.56535339355,0.0,0.0,0.0
-0.9435,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53796386719,4.5637512207,4.53765869141,4.55238342285,0.0,0.0,0.0
-0.943,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52583312988,4.55055236816,4.52606201172,4.53895568848,0.0,0.0,0.0
-0.9425,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51461791992,4.53742980957,4.5133972168,4.52674865723,0.0,0.0,0.0
-0.942,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50180053711,4.52529907227,4.50057983398,4.51515197754,0.0,0.0,0.0
-0.9415,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48867797852,4.51400756836,4.48768615723,4.5027923584,0.0,0.0,0.0
-0.941,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47624206543,4.50126647949,4.47601318359,4.48974609375,0.0,0.0,0.0
-0.9405,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.4654083252,4.48829650879,4.46487426758,4.47738647461,0.0,0.0,0.0
-0.94,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45358276367,4.47631835938,4.45205688477,4.46556091309,0.0,0.0,0.0
-0.9395,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44068908691,4.46517944336,4.43939208984,4.45426940918,0.0,0.0,0.0
-0.939,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43840026855,4.46517944336,4.4416809082,4.4588470459,0.0,0.0,0.0
-0.9385,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52705383301,4.55986022949,4.54528808594,4.56771850586,0.0,0.0,0.0
-0.938,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64363098145,4.67155456543,4.64958190918,4.66621398926,0.0,0.0,0.0
-0.9375,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64370727539,4.66888427734,4.64210510254,4.65797424316,0.0,0.0,0.0
-0.937,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.62829589844,4.65454101562,4.62821960449,4.64263916016,0.0,0.0,0.0
-0.9365,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61456298828,4.63958740234,4.61494445801,4.62791442871,0.0,0.0,0.0
-0.936,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.6021270752,4.62547302246,4.60121154785,4.61448669434,0.0,0.0,0.0
-0.9355,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58869934082,4.6125793457,4.58717346191,4.60205078125,0.0,0.0,0.0
-0.935,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57450866699,4.60029602051,4.57359313965,4.5890045166,0.0,0.0,0.0
-0.9345,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56161499023,4.58694458008,4.56130981445,4.57504272461,0.0,0.0,0.0
-0.934,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55024719238,4.57344055176,4.54940795898,4.56237792969,0.0,0.0,0.0
-0.9335,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53750610352,4.56100463867,4.5361328125,4.5499420166,0.0,0.0,0.0
-0.933,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52415466309,4.5491027832,4.5231628418,4.53834533691,0.0,0.0,0.0
-0.9325,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5108795166,4.53681945801,4.51072692871,4.52545166016,0.0,0.0,0.0
-0.932,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49905395508,4.52354431152,4.4994354248,4.51217651367,0.0,0.0,0.0
-0.9315,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48806762695,4.51080322266,4.48722839355,4.50012207031,0.0,0.0,0.0
-0.931,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47555541992,4.49890136719,4.47402954102,4.48890686035,0.0,0.0,0.0
-0.9305,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46212768555,4.48760986328,4.46151733398,4.47639465332,0.0,0.0,0.0
-0.93,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45014953613,4.4751739502,4.44999694824,4.46380615234,0.0,0.0,0.0
-0.9295,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43855285645,4.46220397949,4.43878173828,4.45121765137,0.0,0.0,0.0
-0.929,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44313049316,4.46937561035,4.45014953613,4.46960449219,0.0,0.0,0.0
-0.9285,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54833984375,4.58366394043,4.56611633301,4.59091186523,0.0,0.0,0.0
-0.928,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.6492767334,4.67758178711,4.65232849121,4.66697692871,0.0,0.0,0.0
-0.9275,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64210510254,4.66682434082,4.64210510254,4.65530395508,0.0,0.0,0.0
-0.927,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.6280670166,4.65156555176,4.62669372559,4.64042663574,0.0,0.0,0.0
-0.9265,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61364746094,4.63806152344,4.61204528809,4.62730407715,0.0,0.0,0.0
-0.926,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59892272949,4.62516784668,4.59823608398,4.61349487305,0.0,0.0,0.0
-0.9255,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58610534668,4.61120605469,4.58602905273,4.59938049316,0.0,0.0,0.0
-0.925,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57427978516,4.59777832031,4.57321166992,4.58633422852,0.0,0.0,0.0
-0.9245,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56123352051,4.58465576172,4.55993652344,4.57412719727,0.0,0.0,0.0
-0.924,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54750061035,4.5728302002,4.54643249512,4.56161499023,0.0,0.0,0.0
-0.9235,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53430175781,4.56001281738,4.53407287598,4.54856872559,0.0,0.0,0.0
-0.923,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52209472656,4.54643249512,4.52285766602,4.53536987305,0.0,0.0,0.0
-0.9225,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51118469238,4.53384399414,4.50988769531,4.52339172363,0.0,0.0,0.0
-0.922,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49829101562,4.52224731445,4.49691772461,4.51187133789,0.0,0.0,0.0
-0.9215,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48509216309,4.51049804688,4.48455810547,4.49905395508,0.0,0.0,0.0
-0.921,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47326660156,4.49783325195,4.47303771973,4.48616027832,0.0,0.0,0.0
-0.9205,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46212768555,4.48471069336,4.46144104004,4.47395324707,0.0,0.0,0.0
