startest,,诱饵,手动触发,,2015-06-10,--&--&--&--&--&--,--&--&--&--,1.0,0.2,1.3,5.6,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,4
True,False,False,False,False,False,False,False,False,False,False,True,True,True
-1.3035,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53201293945,4.55543518066,4.53086853027,4.54452514648,0.0,0.0,0
-1.303,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5182800293,4.54376220703,4.51766967773,4.53254699707,0.0,0.0,0.0
-1.3025,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50576782227,4.53094482422,4.50553894043,4.51927185059,0.0,0.0,0.0
-1.302,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49485778809,4.51766967773,4.49424743652,4.50668334961,0.0,0.0,0.0
-1.3015,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48234558105,4.50584411621,4.48051452637,4.49554443359,0.0,0.0,0.0
-1.301,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46891784668,4.49447631836,4.46884155273,4.48295593262,0.0,0.0,0.0
-1.3005,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45709228516,4.48135375977,4.45755004883,4.47006225586,0.0,0.0,0.0
-1.3,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44625854492,4.46914672852,4.44511413574,4.45846557617,0.0,0.0,0.0
-1.2995,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43466186523,4.46060180664,4.43634033203,4.45243835449,0.0,0.0,0.0
-1.299,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47280883789,4.50500488281,4.48692321777,4.50897216797,0.0,0.0,0.0
-1.2985,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60144042969,4.63333129883,4.61654663086,4.63745117188,0.0,0.0,0.0
-1.298,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64874267578,4.6745300293,4.65042114258,4.6662902832,0.0,0.0,0.0
-1.2975,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63493347168,4.66102600098,4.63432312012,4.64935302734,0.0,0.0,0.0
-1.297,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.62104797363,4.64576721191,4.62104797363,4.63409423828,0.0,0.0,0.0
-1.2965,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60838317871,4.63165283203,4.60693359375,4.62051391602,0.0,0.0,0.0
-1.296,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59381103516,4.61929321289,4.59243774414,4.60784912109,0.0,0.0,0.0
-1.2955,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.580078125,4.60563659668,4.580078125,4.59365844727,0.0,0.0,0.0
-1.295,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56886291504,4.59190368652,4.56748962402,4.5809173584,0.0,0.0,0.0
-1.2945,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55558776855,4.57916259766,4.55421447754,4.56886291504,0.0,0.0,0.0
-1.294,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.54170227051,4.56733703613,4.54109191895,4.55589294434,0.0,0.0,0.0
-1.2935,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52941894531,4.55390930176,4.52972412109,4.54246520996,0.0,0.0,0.0
-1.293,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51820373535,4.54109191895,4.51705932617,4.53048706055,0.0,0.0,0.0
-1.2925,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50469970703,4.52987670898,4.50332641602,4.51866149902,0.0,0.0,0.0
-1.292,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49203491211,4.51713562012,4.49203491211,4.50553894043,0.0,0.0,0.0
-1.2915,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48120117188,4.50393676758,4.48051452637,4.49325561523,0.0,0.0,0.0
-1.291,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46876525879,4.49195861816,4.46708679199,4.48196411133,0.0,0.0,0.0
-1.2905,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45541381836,4.48066711426,4.45503234863,4.4694519043,0.0,0.0,0.0
-1.29,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44381713867,4.46807861328,4.44404602051,4.45655822754,0.0,0.0,0.0
-1.2895,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43687438965,4.4605255127,4.43840026855,4.45259094238,0.0,0.0,0.0
-1.289,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48669433594,4.51942443848,4.50180053711,4.52545166016,0.0,0.0,0.0
-1.2885,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61471557617,4.64767456055,4.62799072266,4.6484375,0.0,0.0,0.0
-1.288,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64996337891,4.67437744141,4.6501159668,4.66262817383,0.0,0.0,0.0
-1.2875,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.6337890625,4.65789794922,4.6321105957,4.64736938477,0.0,0.0,0.0
-1.287,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61799621582,4.6443939209,4.61776733398,4.63241577148,0.0,0.0,0.0
-1.2865,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60494995117,4.62989807129,4.60502624512,4.61807250977,0.0,0.0,0.0
-1.286,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59274291992,4.61585998535,4.59121704102,4.60510253906,0.0,0.0,0.0
-1.2855,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57893371582,4.6036529541,4.57748413086,4.59243774414,0.0,0.0,0.0
