startest,,鱼雷,手动触发,,2015-06-12,--&--&--&--&-0.14&--,--&--&--&--,--,--,8.8,8.8,--&--,0
0,1,1,1,1,4,1,0,0,0,0,0,0,1
True,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0275,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.55856323242,4.58145141602,4.5565032959,4.57107543945,0.0,0.0,0.0
0.028,-0.1013,-0.1013,-0.1013,-0.1013,-0.102343319702,-0.1013,4.54452514648,4.56718444824,4.5426940918,4.5565032959,0.0,0.0,0.0
0.0285,-0.1013,-0.1013,-0.1013,-0.1013,-0.103082417297,-0.1013,4.53018188477,4.55345153809,4.52903747559,4.54238891602,0.0,0.0,0.0
0.029,-0.1013,-0.1013,-0.1013,-0.1013,-0.102009533691,-0.1013,4.51522827148,4.53964233398,4.51560974121,4.52835083008,0.0,0.0,0.0
0.0295,-0.1013,-0.1013,-0.1013,-0.1013,-0.103320835876,-0.1013,4.50141906738,4.52621459961,4.50149536133,4.5142364502,0.0,0.0,0.0
0.03,-0.1013,-0.1013,-0.1013,-0.1013,-0.103082417297,-0.1013,4.4873046875,4.51263427734,4.48707580566,4.50096130371,0.0,0.0,0.0
0.0305,-0.1013,-0.1013,-0.1013,-0.1013,-0.102581738281,-0.1013,4.47402954102,4.49935913086,4.47334289551,4.48753356934,0.0,0.0,0.0
0.031,-0.1013,-0.1013,-0.1013,-0.1013,-0.103320835876,-0.1013,4.4605255127,4.48570251465,4.45953369141,4.47448730469,0.0,0.0,0.0
0.0315,-0.1013,-0.1013,-0.1013,-0.1013,-0.103201626587,-0.1013,4.44786071777,4.47219848633,4.44595336914,4.46083068848,0.0,0.0,0.0
0.032,-0.1013,-0.1013,-0.1013,-0.1013,-0.102891682434,-0.1013,4.43481445312,4.45762634277,4.43283081055,4.44770812988,0.0,0.0,0.0
0.0325,-0.1013,-0.1013,-0.1013,-0.1013,-0.102891682434,-0.1013,4.43359375,4.45816040039,4.4367980957,4.45571899414,0.0,0.0,0.0
0.033,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.53903198242,4.57290649414,4.55894470215,4.58427429199,0.0,0.0,0.0
0.0335,-0.1013,-0.1013,-0.1013,-0.1013,-0.102605580139,-0.1013,4.67155456543,4.69932556152,4.67758178711,4.69398498535,0.0,0.0,0.0
0.034,-0.1013,-0.1013,-0.1013,-0.1013,-0.102224110413,-0.1013,4.66781616211,4.69192504883,4.66743469238,4.68116760254,0.0,0.0,0.0
0.0345,-0.1013,-0.1013,-0.1013,-0.1013,-0.101508854675,-0.1013,4.65103149414,4.67620849609,4.65118408203,4.66407775879,0.0,0.0,0.0
0.035,-0.1013,-0.1013,-0.1013,-0.1013,-0.103296994019,-0.1013,4.63508605957,4.66079711914,4.6354675293,4.64820861816,0.0,0.0,0.0
0.0355,-0.1013,-0.1013,-0.1013,-0.1013,-0.102271794128,-0.1013,4.61982727051,4.64561462402,4.61929321289,4.63325500488,0.0,0.0,0.0
0.036,-0.1013,-0.1013,-0.1013,-0.1013,-0.10339236145,-0.1013,4.60502624512,4.63104248047,4.60426330566,4.61898803711,0.0,0.0,0.0
0.0365,-0.1013,-0.1013,-0.1013,-0.1013,-0.102867840576,-0.1013,4.59053039551,4.61639404297,4.58946228027,4.60441589355,0.0,0.0,0.0
0.037,-0.1013,-0.1013,-0.1013,-0.1013,-0.103535412598,-0.1013,4.57733154297,4.60166931152,4.57511901855,4.59030151367,0.0,0.0,0.0
0.0375,-0.1013,-0.1013,-0.1013,-0.1013,-0.103153942871,-0.1013,4.56314086914,4.58702087402,4.56100463867,4.57626342773,0.0,0.0,0.0
0.038,-0.1013,-0.1013,-0.1013,-0.1013,-0.102581738281,-0.1013,4.54940795898,4.57237243652,4.54727172852,4.5622253418,0.0,0.0,0.0
0.0385,-0.1013,-0.1013,-0.1013,-0.1013,-0.102438687134,-0.1013,4.53544616699,4.55810546875,4.5336151123,4.54803466797,0.0,0.0,0.0
0.039,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.52156066895,4.54414367676,4.52003479004,4.53346252441,0.0,0.0,0.0
0.0395,-0.1013,-0.1013,-0.1013,-0.1013,-0.103010891724,-0.1013,4.50668334961,4.53048706055,4.50660705566,4.51950073242,0.0,0.0,0.0
0.04,-0.1013,-0.1013,-0.1013,-0.1013,-0.103463887024,-0.1013,4.49279785156,4.51690673828,4.49310302734,4.50561523438,0.0,0.0,0.0
0.0405,-0.1013,-0.1013,-0.1013,-0.1013,-0.103010891724,-0.1013,4.47875976562,4.50393676758,4.4792175293,4.49188232422,0.0,0.0,0.0
0.041,-0.1013,-0.1013,-0.1013,-0.1013,-0.101485012817,-0.1013,4.46510314941,4.49043273926,4.46464538574,4.4783782959,0.0,0.0,0.0
0.0415,-0.1013,-0.1013,-0.1013,-0.1013,-0.103368519592,-0.1013,4.45182800293,4.47708129883,4.45114135742,4.4654083252,0.0,0.0,0.0
0.042,-0.1013,-0.1013,-0.1013,-0.1013,-0.101651905823,-0.1013,4.43878173828,4.46334838867,4.43717956543,4.45213317871,0.0,0.0,0.0
0.0425,-0.1013,-0.1013,-0.1013,-0.1013,-0.103440045166,-0.1013,4.42993164062,4.45518493652,4.43069458008,4.44702148438,0.0,0.0,0.0
0.043,-0.1013,-0.1013,-0.1013,-0.1013,-0.103249310303,-0.1013,4.48776245117,4.52041625977,4.50469970703,4.52995300293,0.0,0.0,0.0
0.0435,-0.1013,-0.1013,-0.1013,-0.1013,-0.103249310303,-0.1013,4.63775634766,4.67010498047,4.65187072754,4.67468261719,0.0,0.0,0.0
0.044,-0.1013,-0.1013,-0.1013,-0.1013,-0.103034733582,-0.1013,4.6760559082,4.70016479492,4.67468261719,4.68818664551,0.0,0.0,0.0
0.0445,-0.1013,-0.1013,-0.1013,-0.1013,-0.103177784729,-0.1013,4.65782165527,4.68124389648,4.65621948242,4.66979980469,0.0,0.0,0.0
0.045,-0.1013,-0.1013,-0.1013,-0.1013,-0.102891682434,-0.1013,4.64065551758,4.66537475586,4.64042663574,4.65370178223,0.0,0.0,0.0
0.0455,-0.1013,-0.1013,-0.1013,-0.1013,-0.103487728882,-0.1013,4.62509155273,4.6501159668,4.62493896484,4.63806152344,0.0,0.0,0.0
0.046,-0.1013,-0.1013,-0.1013,-0.1013,-0.103249310303,-0.1013,4.60975646973,4.63554382324,4.60975646973,4.6231842041,0.0,0.0,0.0
0.0465,-0.1013,-0.1013,-0.1013,-0.1013,-0.103177784729,-0.1013,4.59518432617,4.62097167969,4.59449768066,4.60868835449,0.0,0.0,0.0
0.047,-0.1013,-0.1013,-0.1013,-0.1013,-0.102414845276,-0.1013,4.5809173584,4.60678100586,4.57977294922,4.59487915039,0.0,0.0,0.0
0.0475,-0.1013,-0.1013,-0.1013,-0.1013,-0.10351157074,-0.1013,4.56733703613,4.5923614502,4.56565856934,4.58084106445,0.0,0.0,0.0
0.048,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.55352783203,4.57733154297,4.55146789551,4.56687927246,0.0,0.0,0.0
0.0485,-0.1013,-0.1013,-0.1013,-0.1013,-0.102700947571,-0.1013,4.53987121582,4.56283569336,4.53758239746,4.55253601074,0.0,0.0,0.0
0.049,-0.1013,-0.1013,-0.1013,-0.1013,-0.10339236145,-0.1013,4.52613830566,4.54887390137,4.52453613281,4.5384979248,0.0,0.0,0.0
0.0495,-0.1013,-0.1013,-0.1013,-0.1013,-0.102462528992,-0.1013,4.51210021973,4.53491210938,4.51072692871,4.52415466309,0.0,0.0,0.0
0.05,-0.1013,-0.1013,-0.1013,-0.1013,-0.103153942871,-0.1013,4.49806213379,4.52133178711,4.49722290039,4.51034545898,0.0,0.0,0.0
0.0505,-0.1013,-0.1013,-0.1013,-0.1013,-0.10248637085,-0.1013,4.48333740234,4.50744628906,4.48364257812,4.49630737305,0.0,0.0,0.0
0.051,-0.1013,-0.1013,-0.1013,-0.1013,-0.103440045166,-0.1013,4.46975708008,4.49447631836,4.46983337402,4.48265075684,0.0,0.0,0.0
0.0515,-0.1013,-0.1013,-0.1013,-0.1013,-0.102677105713,-0.1013,4.45587158203,4.48112487793,4.45556640625,4.46922302246,0.0,0.0,0.0
0.052,-0.1013,-0.1013,-0.1013,-0.1013,-0.103940724182,-0.1013,4.44259643555,4.46769714355,4.44198608398,4.45617675781,0.0,0.0,0.0
0.0525,-0.1013,-0.1013,-0.1013,-0.1013,-0.102104901123,-0.1013,4.42932128906,4.45434570312,4.4287109375,4.44412231445,0.0,0.0,0.0
0.053,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.45037841797,4.4815826416,4.46258544922,4.48516845703,0.0,0.0,0.0
0.0535,-0.1013,-0.1013,-0.1013,-0.1013,-0.103249310303,-0.1013,4.58839416504,4.62333679199,4.60716247559,4.63279724121,0.0,0.0,0.0
0.054,-0.1013,-0.1013,-0.1013,-0.1013,-0.103726147461,-0.1013,4.67697143555,4.70077514648,4.67414855957,4.69047546387,0.0,0.0,0.0
0.0545,-0.1013,-0.1013,-0.1013,-0.1013,-0.103368519592,-0.1013,4.66323852539,4.68643188477,4.66087341309,4.67529296875,0.0,0.0,0.0
0.055,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.64660644531,4.66972351074,4.64492797852,4.65866088867,0.0,0.0,0.0
0.0555,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.63066101074,4.65431213379,4.62959289551,4.64279174805,0.0,0.0,0.0
0.056,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.61471557617,4.63920593262,4.61456298828,4.62776184082,0.0,0.0,0.0
0.0565,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.59983825684,4.62478637695,4.59983825684,4.61280822754,0.0,0.0,0.0
0.057,-0.1013,-0.1013,-0.1013,-0.1013,-0.102700947571,-0.1013,4.58511352539,4.61074829102,4.58480834961,4.59838867188,0.0,0.0,0.0
0.0575,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.57061767578,4.59632873535,4.57023620605,4.58404541016,0.0,0.0,0.0
0.058,-0.1013,-0.1013,-0.1013,-0.1013,-0.103225468445,-0.1013,4.55673217773,4.58221435547,4.5556640625,4.57054138184,0.0,0.0,0.0
0.0585,-0.1013,-0.1013,-0.1013,-0.1013,-0.103726147461,-0.1013,4.54315185547,4.56809997559,4.54139709473,4.55680847168,0.0,0.0,0.0
0.059,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.52972412109,4.55375671387,4.52766418457,4.54277038574,0.0,0.0,0.0
0.0595,-0.1013,-0.1013,-0.1013,-0.1013,-0.10293936615,-0.1013,4.51629638672,4.53903198242,4.51393127441,4.5288848877,0.0,0.0,0.0
0.06,-0.1013,-0.1013,-0.1013,-0.1013,-0.102581738281,-0.1013,4.50233459473,4.52507019043,4.50103759766,4.51515197754,0.0,0.0,0.0
0.0605,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.48860168457,4.51118469238,4.48738098145,4.50065612793,0.0,0.0,0.0
0.061,-0.1013,-0.1013,-0.1013,-0.1013,-0.10293936615,-0.1013,4.47425842285,4.49783325195,4.47402954102,4.48699951172,0.0,0.0,0.0
0.0615,-0.1013,-0.1013,-0.1013,-0.1013,-0.10384535675,-0.1013,4.46006774902,4.48432922363,4.46067810059,4.47303771973,0.0,0.0,0.0
0.062,-0.1013,-0.1013,-0.1013,-0.1013,-0.102534054565,-0.1013,4.4465637207,4.47143554688,4.44694519043,4.45945739746,0.0,0.0,0.0
0.0625,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.43283081055,4.4580078125,4.43290710449,4.44610595703,0.0,0.0,0.0
0.063,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.43214416504,4.45976257324,4.4376373291,4.4563293457,0.0,0.0,0.0
0.0635,-0.1013,-0.1013,-0.1013,-0.1013,-0.10248637085,-0.1013,4.54139709473,4.57809448242,4.56237792969,4.58786010742,0.0,0.0,0.0
0.064,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.67155456543,4.70138549805,4.67712402344,4.69436645508,0.0,0.0,0.0
0.0645,-0.1013,-0.1013,-0.1013,-0.1013,-0.103440045166,-0.1013,4.66751098633,4.69253540039,4.66552734375,4.68124389648,0.0,0.0,0.0
0.065,-0.1013,-0.1013,-0.1013,-0.1013,-0.103654621887,-0.1013,4.6516418457,4.67544555664,4.64950561523,4.66453552246,0.0,0.0,0.0
0.0655,-0.1013,-0.1013,-0.1013,-0.1013,-0.101699589539,-0.1013,4.6361541748,4.65950012207,4.63417053223,4.64889526367,0.0,0.0,0.0
0.066,-0.1013,-0.1013,-0.1013,-0.1013,-0.10351157074,-0.1013,4.62097167969,4.64401245117,4.61929321289,4.63302612305,0.0,0.0,0.0
0.0665,-0.1013,-0.1013,-0.1013,-0.1013,-0.102009533691,-0.1013,4.60571289062,4.62928771973,4.60479736328,4.61822509766,0.0,0.0,0.0
0.067,-0.1013,-0.1013,-0.1013,-0.1013,-0.102319477844,-0.1013,4.59022521973,4.61448669434,4.59014892578,4.60327148438,0.0,0.0,0.0
0.0675,-0.1013,-0.1013,-0.1013,-0.1013,-0.102295635986,-0.1013,4.57572937012,4.60083007812,4.57565307617,4.58854675293,0.0,0.0,0.0
0.068,-0.1013,-0.1013,-0.1013,-0.1013,-0.103583096313,-0.1013,4.56108093262,4.58671569824,4.56085205078,4.57473754883,0.0,0.0,0.0
0.0685,-0.1013,-0.1013,-0.1013,-0.1013,-0.102605580139,-0.1013,4.54727172852,4.5726776123,4.54666137695,4.56069946289,0.0,0.0,0.0
0.069,-0.1013,-0.1013,-0.1013,-0.1013,-0.104036091614,-0.1013,4.53323364258,4.5588684082,4.53247070312,4.54719543457,0.0,0.0,0.0
0.0695,-0.1013,-0.1013,-0.1013,-0.1013,-0.103773831177,-0.1013,4.51988220215,4.54483032227,4.51835632324,4.53338623047,0.0,0.0,0.0
0.07,-0.1013,-0.1013,-0.1013,-0.1013,-0.103916882324,-0.1013,4.50653076172,4.53102111816,4.50462341309,4.51988220215,0.0,0.0,0.0
0.0705,-0.1013,-0.1013,-0.1013,-0.1013,-0.101771115112,-0.1013,4.49310302734,4.51629638672,4.49127197266,4.50607299805,0.0,0.0,0.0
0.071,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.47975158691,4.50256347656,4.47792053223,4.49234008789,0.0,0.0,0.0
0.0715,-0.1013,-0.1013,-0.1013,-0.1013,-0.103606938171,-0.1013,4.46601867676,4.48860168457,4.46472167969,4.47822570801,0.0,0.0,0.0
0.072,-0.1013,-0.1013,-0.1013,-0.1013,-0.103225468445,-0.1013,4.45251464844,4.47509765625,4.4514465332,4.46426391602,0.0,0.0,0.0
0.0725,-0.1013,-0.1013,-0.1013,-0.1013,-0.102295635986,-0.1013,4.43771362305,4.46166992188,4.43809509277,4.45068359375,0.0,0.0,0.0
0.073,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.42916870117,4.4548034668,4.4319152832,4.44595336914,0.0,0.0,0.0
0.0735,-0.1013,-0.1013,-0.1013,-0.1013,-0.103583096313,-0.1013,4.49111938477,4.52560424805,4.51080322266,4.5337677002,0.0,0.0,0.0
0.074,-0.1013,-0.1013,-0.1013,-0.1013,-0.102176426697,-0.1013,4.63996887207,4.67468261719,4.65530395508,4.67658996582,0.0,0.0,0.0
0.0745,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.67468261719,4.70115661621,4.67308044434,4.68742370605,0.0,0.0,0.0
0.075,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.65599060059,4.68223571777,4.65492248535,4.67002868652,0.0,0.0,0.0
0.0755,-0.1013,-0.1013,-0.1013,-0.1013,-0.10396456604,-0.1013,4.6411895752,4.66590881348,4.63874816895,4.65438842773,0.0,0.0,0.0
0.076,-0.1013,-0.1013,-0.1013,-0.1013,-0.10293936615,-0.1013,4.62585449219,4.64981079102,4.62387084961,4.63905334473,0.0,0.0,0.0
0.0765,-0.1013,-0.1013,-0.1013,-0.1013,-0.103201626587,-0.1013,4.6110534668,4.63455200195,4.60906982422,4.6240234375,0.0,0.0,0.0
0.077,-0.1013,-0.1013,-0.1013,-0.1013,-0.102796315002,-0.1013,4.59663391113,4.61967468262,4.5947265625,4.60891723633,0.0,0.0,0.0
0.0775,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.58183288574,4.60510253906,4.58053588867,4.59396362305,0.0,0.0,0.0
0.078,-0.1013,-0.1013,-0.1013,-0.1013,-0.102081059265,-0.1013,4.56657409668,4.59098815918,4.56642150879,4.57962036133,0.0,0.0,0.0
0.0785,-0.1013,-0.1013,-0.1013,-0.1013,-0.103034733582,-0.1013,4.55230712891,4.57717895508,4.5524597168,4.56520080566,0.0,0.0,0.0
0.079,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.53773498535,4.56344604492,4.53773498535,4.55116271973,0.0,0.0,0.0
0.0795,-0.1013,-0.1013,-0.1013,-0.1013,-0.103344677734,-0.1013,4.52392578125,4.54948425293,4.52346801758,4.53765869141,0.0,0.0,0.0
0.08,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.51011657715,4.53575134277,4.50965881348,4.52392578125,0.0,0.0,0.0
0.0805,-0.1013,-0.1013,-0.1013,-0.1013,-0.10282015686,-0.1013,4.49699401855,4.52209472656,4.49562072754,4.51057434082,0.0,0.0,0.0
0.081,-0.1013,-0.1013,-0.1013,-0.1013,-0.103296994019,-0.1013,4.48387145996,4.50843811035,4.48211669922,4.49699401855,0.0,0.0,0.0
