startest,,鱼雷,手动触发,,2015-06-12,--&--&--&--&-0.14&--,--&--&--&--,--,--,8.8,8.8,--&--,0
0,1,1,1,1,4,1,0,0,0,0,0,0,1
True,False,False,False,False,True,False,False,False,False,False,False,False,False
2.115,-0.1013,-0.1013,-0.1013,-0.1013,-0.10236716156,-0.1013,4.46166992188,4.48585510254,4.46151733398,4.47418212891,0.0,0.0,0.0
2.1155,-0.1013,-0.1013,-0.1013,-0.1013,-0.101890324402,-0.1013,4.44770812988,4.47242736816,4.44770812988,4.46083068848,0.0,0.0,0.0
2.116,-0.1013,-0.1013,-0.1013,-0.1013,-0.103082417297,-0.1013,4.43389892578,4.45922851562,4.43367004395,4.4474029541,0.0,0.0,0.0
2.1165,-0.1013,-0.1013,-0.1013,-0.1013,-0.101938008118,-0.1013,4.43130493164,4.4580078125,4.43435668945,4.45121765137,0.0,0.0,0.0
2.117,-0.1013,-0.1013,-0.1013,-0.1013,-0.10339236145,-0.1013,4.52789306641,4.56443786621,4.54879760742,4.57427978516,0.0,0.0,0.0
2.1175,-0.1013,-0.1013,-0.1013,-0.1013,-0.102414845276,-0.1013,4.66567993164,4.69711303711,4.67391967773,4.69245910645,0.0,0.0,0.0
2.118,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.66842651367,4.69375610352,4.66651916504,4.68223571777,0.0,0.0,0.0
2.1185,-0.1013,-0.1013,-0.1013,-0.1013,-0.103225468445,-0.1013,4.65286254883,4.67750549316,4.65034484863,4.66583251953,0.0,0.0,0.0
2.119,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.63691711426,4.66079711914,4.63478088379,4.65049743652,0.0,0.0,0.0
2.1195,-0.1013,-0.1013,-0.1013,-0.1013,-0.10282015686,-0.1013,4.62181091309,4.64569091797,4.61990356445,4.63485717773,0.0,0.0,0.0
2.12,-0.1013,-0.1013,-0.1013,-0.1013,-0.10339236145,-0.1013,4.60716247559,4.63035583496,4.60540771484,4.61990356445,0.0,0.0,0.0
2.1205,-0.1013,-0.1013,-0.1013,-0.1013,-0.103010891724,-0.1013,4.5923614502,4.61555480957,4.59098815918,4.60456848145,0.0,0.0,0.0
2.121,-0.1013,-0.1013,-0.1013,-0.1013,-0.103368519592,-0.1013,4.57794189453,4.60113525391,4.5768737793,4.59022521973,0.0,0.0,0.0
2.1215,-0.1013,-0.1013,-0.1013,-0.1013,-0.102605580139,-0.1013,4.5629119873,4.58702087402,4.56283569336,4.57588195801,0.0,0.0,0.0
2.122,-0.1013,-0.1013,-0.1013,-0.1013,-0.102629421997,-0.1013,4.54856872559,4.57298278809,4.54872131348,4.5613861084,0.0,0.0,0.0
2.1225,-0.1013,-0.1013,-0.1013,-0.1013,-0.103201626587,-0.1013,4.53453063965,4.55932617188,4.53460693359,4.54750061035,0.0,0.0,0.0
2.123,-0.1013,-0.1013,-0.1013,-0.1013,-0.102295635986,-0.1013,4.52033996582,4.54574584961,4.52041625977,4.53353881836,0.0,0.0,0.0
2.1235,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.50653076172,4.5320892334,4.50584411621,4.52011108398,0.0,0.0,0.0
2.124,-0.1013,-0.1013,-0.1013,-0.1013,-0.102271794128,-0.1013,4.4930267334,4.51843261719,4.49241638184,4.50645446777,0.0,0.0,0.0
2.1245,-0.1013,-0.1013,-0.1013,-0.1013,-0.104202984619,-0.1013,4.47952270508,4.50477600098,4.47845458984,4.49310302734,0.0,0.0,0.0
2.125,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.46632385254,4.49089050293,4.46487426758,4.47967529297,0.0,0.0,0.0
2.1255,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.45343017578,4.47723388672,4.45152282715,4.46640014648,0.0,0.0,0.0
2.126,-0.1013,-0.1013,-0.1013,-0.1013,-0.102033375549,-0.1013,4.44000244141,4.46304321289,4.43801879883,4.45297241211,0.0,0.0,0.0
2.1265,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.42962646484,4.45350646973,4.43046569824,4.44641113281,0.0,0.0,0.0
2.127,-0.1013,-0.1013,-0.1013,-0.1013,-0.102414845276,-0.1013,4.48204040527,4.51370239258,4.49859619141,4.52301025391,0.0,0.0,0.0
2.1275,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.63180541992,4.6639251709,4.64752197266,4.66949462891,0.0,0.0,0.0
2.128,-0.1013,-0.1013,-0.1013,-0.1013,-0.102867840576,-0.1013,4.67590332031,4.70069885254,4.67628479004,4.68933105469,0.0,0.0,0.0
2.1285,-0.1013,-0.1013,-0.1013,-0.1013,-0.103296994019,-0.1013,4.65759277344,4.68246459961,4.65751647949,4.67079162598,0.0,0.0,0.0
2.129,-0.1013,-0.1013,-0.1013,-0.1013,-0.103153942871,-0.1013,4.64134216309,4.66644287109,4.64157104492,4.65438842773,0.0,0.0,0.0
2.1295,-0.1013,-0.1013,-0.1013,-0.1013,-0.102891682434,-0.1013,4.62593078613,4.65148925781,4.62593078613,4.63897705078,0.0,0.0,0.0
2.13,-0.1013,-0.1013,-0.1013,-0.1013,-0.103010891724,-0.1013,4.61067199707,4.63661193848,4.61074829102,4.62417602539,0.0,0.0,0.0
2.1305,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.59587097168,4.62203979492,4.59564208984,4.60952758789,0.0,0.0,0.0
2.131,-0.1013,-0.1013,-0.1013,-0.1013,-0.102176426697,-0.1013,4.5817565918,4.6076965332,4.5809173584,4.59564208984,0.0,0.0,0.0
2.1315,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.56787109375,4.59312438965,4.56657409668,4.58137512207,0.0,0.0,0.0
2.132,-0.1013,-0.1013,-0.1013,-0.1013,-0.103296994019,-0.1013,4.55429077148,4.57885742188,4.55223083496,4.56741333008,0.0,0.0,0.0
2.1325,-0.1013,-0.1013,-0.1013,-0.1013,-0.101747273254,-0.1013,4.54032897949,4.56420898438,4.5384979248,4.55383300781,0.0,0.0,0.0
2.133,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.52682495117,4.55001831055,4.52453613281,4.53964233398,0.0,0.0,0.0
2.1335,-0.1013,-0.1013,-0.1013,-0.1013,-0.102438687134,-0.1013,4.51316833496,4.53575134277,4.51126098633,4.52590942383,0.0,0.0,0.0
2.134,-0.1013,-0.1013,-0.1013,-0.1013,-0.103487728882,-0.1013,4.4994354248,4.52209472656,4.49775695801,4.51148986816,0.0,0.0,0.0
2.1345,-0.1013,-0.1013,-0.1013,-0.1013,-0.102629421997,-0.1013,4.4856262207,4.50828552246,4.48440551758,4.49768066406,0.0,0.0,0.0
2.135,-0.1013,-0.1013,-0.1013,-0.1013,-0.103583096313,-0.1013,4.47174072266,4.49478149414,4.47113037109,4.4841003418,0.0,0.0,0.0
2.1355,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.45732116699,4.48135375977,4.45755004883,4.47006225586,0.0,0.0,0.0
2.136,-0.1013,-0.1013,-0.1013,-0.1013,-0.102867840576,-0.1013,4.44381713867,4.46792602539,4.44389343262,4.45663452148,0.0,0.0,0.0
2.1365,-0.1013,-0.1013,-0.1013,-0.1013,-0.103630780029,-0.1013,4.42985534668,4.4548034668,4.43054199219,4.44366455078,0.0,0.0,0.0
2.137,-0.1013,-0.1013,-0.1013,-0.1013,-0.10282015686,-0.1013,4.44465637207,4.47647094727,4.45785522461,4.47845458984,0.0,0.0,0.0
2.1375,-0.1013,-0.1013,-0.1013,-0.1013,-0.102176426697,-0.1013,4.57878112793,4.61547851562,4.59976196289,4.62432861328,0.0,0.0,0.0
2.138,-0.1013,-0.1013,-0.1013,-0.1013,-0.102247952271,-0.1013,4.67704772949,4.7038269043,4.6760559082,4.69062805176,0.0,0.0,0.0
2.1385,-0.1013,-0.1013,-0.1013,-0.1013,-0.103344677734,-0.1013,4.66316223145,4.68894958496,4.66163635254,4.67666625977,0.0,0.0,0.0
2.139,-0.1013,-0.1013,-0.1013,-0.1013,-0.103630780029,-0.1013,4.64698791504,4.67247009277,4.64515686035,4.66041564941,0.0,0.0,0.0
2.1395,-0.1013,-0.1013,-0.1013,-0.1013,-0.102891682434,-0.1013,4.63188171387,4.65621948242,4.62951660156,4.64500427246,0.0,0.0,0.0
2.14,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.61700439453,4.64057922363,4.61479187012,4.63012695312,0.0,0.0,0.0
2.1405,-0.1013,-0.1013,-0.1013,-0.1013,-0.102987049866,-0.1013,4.60250854492,4.6257019043,4.60060119629,4.6150970459,0.0,0.0,0.0
2.141,-0.1013,-0.1013,-0.1013,-0.1013,-0.10293936615,-0.1013,4.58808898926,4.61082458496,4.58618164062,4.60014343262,0.0,0.0,0.0
2.1415,-0.1013,-0.1013,-0.1013,-0.1013,-0.103559254456,-0.1013,4.57336425781,4.59648132324,4.57214355469,4.58541870117,0.0,0.0,0.0
2.142,-0.1013,-0.1013,-0.1013,-0.1013,-0.102438687134,-0.1013,4.55879211426,4.5824432373,4.55787658691,4.57130432129,0.0,0.0,0.0
2.1425,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.54383850098,4.56855773926,4.54399108887,4.55688476562,0.0,0.0,0.0
2.143,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.52987670898,4.5548248291,4.53002929688,4.54261779785,0.0,0.0,0.0
2.1435,-0.1013,-0.1013,-0.1013,-0.1013,-0.103082417297,-0.1013,4.51560974121,4.54116821289,4.51553344727,4.52896118164,0.0,0.0,0.0
2.144,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.50210571289,4.52774047852,4.50149536133,4.51553344727,0.0,0.0,0.0
2.1445,-0.1013,-0.1013,-0.1013,-0.1013,-0.101938008118,-0.1013,4.48844909668,4.51385498047,4.48776245117,4.50225830078,0.0,0.0,0.0
2.145,-0.1013,-0.1013,-0.1013,-0.1013,-0.102796315002,-0.1013,4.47540283203,4.49996948242,4.47387695312,4.48890686035,0.0,0.0,0.0
2.1455,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.46235656738,4.48631286621,4.4603729248,4.47525024414,0.0,0.0,0.0
2.146,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.4490814209,4.4718170166,4.44694519043,4.46197509766,0.0,0.0,0.0
2.1465,-0.1013,-0.1013,-0.1013,-0.1013,-0.10396456604,-0.1013,4.43588256836,4.45838928223,4.4344329834,4.44831848145,0.0,0.0,0.0
2.147,-0.1013,-0.1013,-0.1013,-0.1013,-0.102987049866,-0.1013,4.43290710449,4.45671081543,4.43511962891,4.4522857666,0.0,0.0,0.0
2.1475,-0.1013,-0.1013,-0.1013,-0.1013,-0.103177784729,-0.1013,4.53056335449,4.56405639648,4.55032348633,4.57473754883,0.0,0.0,0.0
2.148,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.66720581055,4.69596862793,4.67529296875,4.69215393066,0.0,0.0,0.0
2.1485,-0.1013,-0.1013,-0.1013,-0.1013,-0.101890324402,-0.1013,4.66773986816,4.69245910645,4.66758728027,4.68139648438,0.0,0.0,0.0
2.149,-0.1013,-0.1013,-0.1013,-0.1013,-0.10248637085,-0.1013,4.65156555176,4.67666625977,4.65148925781,4.66423034668,0.0,0.0,0.0
2.1495,-0.1013,-0.1013,-0.1013,-0.1013,-0.102724789429,-0.1013,4.63562011719,4.66125488281,4.63562011719,4.64889526367,0.0,0.0,0.0
2.15,-0.1013,-0.1013,-0.1013,-0.1013,-0.103320835876,-0.1013,4.6199798584,4.6459197998,4.61959838867,4.63371276855,0.0,0.0,0.0
2.1505,-0.1013,-0.1013,-0.1013,-0.1013,-0.102724789429,-0.1013,4.60548400879,4.6314239502,4.60472106934,4.61898803711,0.0,0.0,0.0
2.151,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.59091186523,4.61669921875,4.59007263184,4.60502624512,0.0,0.0,0.0
2.1515,-0.1013,-0.1013,-0.1013,-0.1013,-0.102796315002,-0.1013,4.57725524902,4.60220336914,4.57550048828,4.59060668945,0.0,0.0,0.0
2.152,-0.1013,-0.1013,-0.1013,-0.1013,-0.103678463745,-0.1013,4.56336975098,4.5874786377,4.5613861084,4.57633972168,0.0,0.0,0.0
2.1525,-0.1013,-0.1013,-0.1013,-0.1013,-0.102319477844,-0.1013,4.54933166504,4.5726776123,4.54719543457,4.56260681152,0.0,0.0,0.0
2.153,-0.1013,-0.1013,-0.1013,-0.1013,-0.102724789429,-0.1013,4.53582763672,4.55863952637,4.53369140625,4.54849243164,0.0,0.0,0.0
2.1535,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.52171325684,4.54429626465,4.52026367188,4.5337677002,0.0,0.0,0.0
2.154,-0.1013,-0.1013,-0.1013,-0.1013,-0.103463887024,-0.1013,4.50805664062,4.53071594238,4.50645446777,4.5198059082,0.0,0.0,0.0
2.1545,-0.1013,-0.1013,-0.1013,-0.1013,-0.103010891724,-0.1013,4.49363708496,4.51690673828,4.49310302734,4.5059967041,0.0,0.0,0.0
2.155,-0.1013,-0.1013,-0.1013,-0.1013,-0.102224110413,-0.1013,4.47937011719,4.50325012207,4.47952270508,4.49226379395,0.0,0.0,0.0
2.1555,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.46578979492,4.49020385742,4.46578979492,4.47860717773,0.0,0.0,0.0
2.156,-0.1013,-0.1013,-0.1013,-0.1013,-0.101985691833,-0.1013,4.45167541504,4.47692871094,4.45213317871,4.46502685547,0.0,0.0,0.0
2.1565,-0.1013,-0.1013,-0.1013,-0.1013,-0.10282015686,-0.1013,4.43824768066,4.46357727051,4.43778991699,4.45175170898,0.0,0.0,0.0
2.157,-0.1013,-0.1013,-0.1013,-0.1013,-0.102057217407,-0.1013,4.42840576172,4.45495605469,4.4303894043,4.44625854492,0.0,0.0,0.0
2.1575,-0.1013,-0.1013,-0.1013,-0.1013,-0.103416203308,-0.1013,4.48287963867,4.51721191406,4.50019836426,4.52522277832,0.0,0.0,0.0
2.158,-0.1013,-0.1013,-0.1013,-0.1013,-0.103487728882,-0.1013,4.63340759277,4.66751098633,4.64836120605,4.67178344727,0.0,0.0,0.0
2.1585,-0.1013,-0.1013,-0.1013,-0.1013,-0.102391003418,-0.1013,4.67552185059,4.70108032227,4.6745300293,4.68963623047,0.0,0.0,0.0
2.159,-0.1013,-0.1013,-0.1013,-0.1013,-0.10248637085,-0.1013,4.65835571289,4.68185424805,4.65591430664,4.67124938965,0.0,0.0,0.0
2.1595,-0.1013,-0.1013,-0.1013,-0.1013,-0.103654621887,-0.1013,4.64248657227,4.66575622559,4.6403503418,4.65515136719,0.0,0.0,0.0
2.16,-0.1013,-0.1013,-0.1013,-0.1013,-0.102534054565,-0.1013,4.62715148926,4.65003967285,4.62539672852,4.63912963867,0.0,0.0,0.0
2.1605,-0.1013,-0.1013,-0.1013,-0.1013,-0.104179142761,-0.1013,4.61204528809,4.63523864746,4.61051940918,4.62409973145,0.0,0.0,0.0
2.161,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.59617614746,4.62059020996,4.59609985352,4.60952758789,0.0,0.0,0.0
2.1615,-0.1013,-0.1013,-0.1013,-0.1013,-0.103654621887,-0.1013,4.5817565918,4.60632324219,4.58145141602,4.59457397461,0.0,0.0,0.0
2.162,-0.1013,-0.1013,-0.1013,-0.1013,-0.103153942871,-0.1013,4.5671081543,4.59228515625,4.56726074219,4.58023071289,0.0,0.0,0.0
2.1625,-0.1013,-0.1013,-0.1013,-0.1013,-0.102081059265,-0.1013,4.55268859863,4.5783996582,4.5524597168,4.56619262695,0.0,0.0,0.0
2.163,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.53880310059,4.56466674805,4.53842163086,4.55261230469,0.0,0.0,0.0
2.1635,-0.1013,-0.1013,-0.1013,-0.1013,-0.102534054565,-0.1013,4.52499389648,4.55062866211,4.52415466309,4.53880310059,0.0,0.0,0.0
2.164,-0.1013,-0.1013,-0.1013,-0.1013,-0.103440045166,-0.1013,4.51171875,4.53651428223,4.51011657715,4.52522277832,0.0,0.0,0.0
2.1645,-0.1013,-0.1013,-0.1013,-0.1013,-0.104036091614,-0.1013,4.49829101562,4.5223236084,4.49653625488,4.51164245605,0.0,0.0,0.0
2.165,-0.1013,-0.1013,-0.1013,-0.1013,-0.10248637085,-0.1013,4.4847869873,4.50805664062,4.48295593262,4.49798583984,0.0,0.0,0.0
2.1655,-0.1013,-0.1013,-0.1013,-0.1013,-0.102748631287,-0.1013,4.47166442871,4.49432373047,4.46990966797,4.48432922363,0.0,0.0,0.0
2.166,-0.1013,-0.1013,-0.1013,-0.1013,-0.103106259155,-0.1013,4.45808410645,4.48043823242,4.45671081543,4.47006225586,0.0,0.0,0.0
2.1665,-0.1013,-0.1013,-0.1013,-0.1013,-0.101246594238,-0.1013,4.44473266602,4.46701049805,4.44351196289,4.45640563965,0.0,0.0,0.0
2.167,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.43000793457,4.45373535156,4.43031311035,4.44343566895,0.0,0.0,0.0
2.1675,-0.1013,-0.1013,-0.1013,-0.1013,-0.103249310303,-0.1013,4.44702148438,4.47792053223,4.46083068848,4.48089599609,0.0,0.0,0.0
2.168,-0.1013,-0.1013,-0.1013,-0.1013,-0.103249310303,-0.1013,4.58274841309,4.61875915527,4.60418701172,4.62753295898,0.0,0.0,0.0
2.1685,-0.1013,-0.1013,-0.1013,-0.1013,-0.103153942871,-0.1013,4.6768951416,4.70283508301,4.67643737793,4.69017028809,0.0,0.0,0.0
2.169,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.66270446777,4.68894958496,4.66148376465,4.67590332031,0.0,0.0,0.0
2.1695,-0.1013,-0.1013,-0.1013,-0.1013,-0.102724789429,-0.1013,4.64637756348,4.67239379883,4.6452331543,4.66003417969,0.0,0.0,0.0
2.17,-0.1013,-0.1013,-0.1013,-0.1013,-0.102557896423,-0.1013,4.63088989258,4.65667724609,4.62944030762,4.64469909668,0.0,0.0,0.0
2.1705,-0.1013,-0.1013,-0.1013,-0.1013,-0.102557896423,-0.1013,4.6166229248,4.6411895752,4.61418151855,4.62982177734,0.0,0.0,0.0
2.171,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.60189819336,4.62547302246,4.59991455078,4.61502075195,0.0,0.0,0.0
2.1715,-0.1013,-0.1013,-0.1013,-0.1013,-0.103225468445,-0.1013,4.58778381348,4.61097717285,4.58564758301,4.60052490234,0.0,0.0,0.0
2.172,-0.1013,-0.1013,-0.1013,-0.1013,-0.103320835876,-0.1013,4.5735168457,4.59632873535,4.5719909668,4.58587646484,0.0,0.0,0.0
2.1725,-0.1013,-0.1013,-0.1013,-0.1013,-0.103273152161,-0.1013,4.55932617188,4.58213806152,4.55772399902,4.57107543945,0.0,0.0,0.0
2.173,-0.1013,-0.1013,-0.1013,-0.1013,-0.102319477844,-0.1013,4.54452514648,4.56809997559,4.54391479492,4.55703735352,0.0,0.0,0.0
2.1735,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.52972412109,4.55429077148,4.53002929688,4.5426940918,0.0,0.0,0.0
2.174,-0.1013,-0.1013,-0.1013,-0.1013,-0.102104901123,-0.1013,4.51599121094,4.54078674316,4.51599121094,4.52896118164,0.0,0.0,0.0
2.1745,-0.1013,-0.1013,-0.1013,-0.1013,-0.103726147461,-0.1013,4.50172424316,4.52705383301,4.50141906738,4.51530456543,0.0,0.0,0.0
2.175,-0.1013,-0.1013,-0.1013,-0.1013,-0.102152584839,-0.1013,4.48822021484,4.51370239258,4.48783874512,4.501953125,0.0,0.0,0.0
2.1755,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.47479248047,4.49996948242,4.47387695312,4.48867797852,0.0,0.0,0.0
2.176,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.46220397949,4.48638916016,4.46022033691,4.4751739502,0.0,0.0,0.0
2.1765,-0.1013,-0.1013,-0.1013,-0.1013,-0.103797673035,-0.1013,4.44885253906,4.4718170166,4.44679260254,4.46189880371,0.0,0.0,0.0
2.177,-0.1013,-0.1013,-0.1013,-0.1013,-0.102605580139,-0.1013,4.43557739258,4.45831298828,4.43405151367,4.4482421875,0.0,0.0,0.0
2.1775,-0.1013,-0.1013,-0.1013,-0.1013,-0.103702305603,-0.1013,4.43305969238,4.4571685791,4.43519592285,4.45289611816,0.0,0.0,0.0
2.178,-0.1013,-0.1013,-0.1013,-0.1013,-0.102557896423,-0.1013,4.53201293945,4.56558227539,4.55215454102,4.57649230957,0.0,0.0,0.0
2.1785,-0.1013,-0.1013,-0.1013,-0.1013,-0.103797673035,-0.1013,4.66842651367,4.69741821289,4.67628479004,4.69306945801,0.0,0.0,0.0
2.179,-0.1013,-0.1013,-0.1013,-0.1013,-0.102963208008,-0.1013,4.66873168945,4.6932220459,4.66819763184,4.68193054199,0.0,0.0,0.0
2.1795,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.65217590332,4.67712402344,4.65194702148,4.66522216797,0.0,0.0,0.0
2.18,-0.1013,-0.1013,-0.1013,-0.1013,-0.10236716156,-0.1013,4.63607788086,4.66194152832,4.63600158691,4.6492767334,0.0,0.0,0.0
2.1805,-0.1013,-0.1013,-0.1013,-0.1013,-0.101485012817,-0.1013,4.62066650391,4.64683532715,4.62005615234,4.63409423828,0.0,0.0,0.0
2.181,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.60601806641,4.63195800781,4.60556030273,4.61975097656,0.0,0.0,0.0
2.1815,-0.1013,-0.1013,-0.1013,-0.1013,-0.103082417297,-0.1013,4.5915222168,4.61730957031,4.59022521973,4.60548400879,0.0,0.0,0.0
2.182,-0.1013,-0.1013,-0.1013,-0.1013,-0.103606938171,-0.1013,4.57778930664,4.60289001465,4.5760345459,4.59129333496,0.0,0.0,0.0
2.1825,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.5637512207,4.5874786377,4.56192016602,4.57717895508,0.0,0.0,0.0
2.183,-0.1013,-0.1013,-0.1013,-0.1013,-0.103583096313,-0.1013,4.55001831055,4.57321166992,4.54795837402,4.5630645752,0.0,0.0,0.0
2.1835,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.53628540039,4.55902099609,4.53460693359,4.54902648926,0.0,0.0,0.0
2.184,-0.1013,-0.1013,-0.1013,-0.1013,-0.103177784729,-0.1013,4.52224731445,4.5450592041,4.52079772949,4.53437805176,0.0,0.0,0.0
2.1845,-0.1013,-0.1013,-0.1013,-0.1013,-0.102724789429,-0.1013,4.50775146484,4.53109741211,4.50736999512,4.52026367188,0.0,0.0,0.0
2.185,-0.1013,-0.1013,-0.1013,-0.1013,-0.102987049866,-0.1013,4.49363708496,4.51774597168,4.49378967285,4.50660705566,0.0,0.0,0.0
2.1855,-0.1013,-0.1013,-0.1013,-0.1013,-0.102438687134,-0.1013,4.47998046875,4.50424194336,4.47998046875,4.49272155762,0.0,0.0,0.0
2.186,-0.1013,-0.1013,-0.1013,-0.1013,-0.102510212708,-0.1013,4.46594238281,4.49111938477,4.46601867676,4.47914123535,0.0,0.0,0.0
2.1865,-0.1013,-0.1013,-0.1013,-0.1013,-0.102343319702,-0.1013,4.45236206055,4.4775390625,4.45190429688,4.46571350098,0.0,0.0,0.0
2.187,-0.1013,-0.1013,-0.1013,-0.1013,-0.103344677734,-0.1013,4.43901062012,4.46434020996,4.43855285645,4.45251464844,0.0,0.0,0.0
2.1875,-0.1013,-0.1013,-0.1013,-0.1013,-0.103773831177,-0.1013,4.42848205566,4.45465087891,4.43008422852,4.44602966309,0.0,0.0,0.0
2.188,-0.1013,-0.1013,-0.1013,-0.1013,-0.102414845276,-0.1013,4.4792175293,4.51232910156,4.49508666992,4.51995849609,0.0,0.0,0.0
2.1885,-0.1013,-0.1013,-0.1013,-0.1013,-0.103749989319,-0.1013,4.62837219238,4.66194152832,4.64347839355,4.66720581055,0.0,0.0,0.0
2.189,-0.1013,-0.1013,-0.1013,-0.1013,-0.102772473145,-0.1013,4.67529296875,4.70054626465,4.67506408691,4.69047546387,0.0,0.0,0.0
2.1895,-0.1013,-0.1013,-0.1013,-0.1013,-0.103606938171,-0.1013,4.65881347656,4.68231201172,4.65660095215,4.67163085938,0.0,0.0,0.0
2.19,-0.1013,-0.1013,-0.1013,-0.1013,-0.102915524292,-0.1013,4.64294433594,4.66613769531,4.64111328125,4.65545654297,0.0,0.0,0.0
2.1905,-0.1013,-0.1013,-0.1013,-0.1013,-0.10282015686,-0.1013,4.6272277832,4.65034484863,4.62585449219,4.63928222656,0.0,0.0,0.0
2.191,-0.1013,-0.1013,-0.1013,-0.1013,-0.102581738281,-0.1013,4.61128234863,4.63569641113,4.61097717285,4.62432861328,0.0,0.0,0.0
2.1915,-0.1013,-0.1013,-0.1013,-0.1013,-0.103058575439,-0.1013,4.59625244141,4.62112426758,4.59648132324,4.60952758789,0.0,0.0,0.0
2.192,-0.1013,-0.1013,-0.1013,-0.1013,-0.102057217407,-0.1013,4.58190917969,4.60693359375,4.58198547363,4.59480285645,0.0,0.0,0.0
2.1925,-0.1013,-0.1013,-0.1013,-0.1013,-0.102843998718,-0.1013,4.56718444824,4.59297180176,4.5671081543,4.58076477051,0.0,0.0,0.0
2.193,-0.1013,-0.1013,-0.1013,-0.1013,-0.101866482544,-0.1013,4.55307006836,4.57870483398,4.5524597168,4.56657409668,0.0,0.0,0.0
2.1935,-0.1013,-0.1013,-0.1013,-0.1013,-0.103988407898,-0.1013,4.53910827637,4.56504821777,4.53834533691,4.55307006836,0.0,0.0,0.0
2.194,-0.1013,-0.1013,-0.1013,-0.1013,-0.102414845276,-0.1013,4.52560424805,4.55070495605,4.52415466309,4.53926086426,0.0,0.0,0.0
2.1945,-0.1013,-0.1013,-0.1013,-0.1013,-0.103559254456,-0.1013,4.51248168945,4.53666687012,4.51049804688,4.52575683594,0.0,0.0,0.0
2.195,-0.1013,-0.1013,-0.1013,-0.1013,-0.103130101013,-0.1013,4.49890136719,4.52209472656,4.49691772461,4.51194763184,0.0,0.0,0.0
2.1955,-0.1013,-0.1013,-0.1013,-0.1013,-0.102438687134,-0.1013,4.48554992676,4.50843811035,4.48387145996,4.49829101562,0.0,0.0,0.0
2.196,-0.1013,-0.1013,-0.1013,-0.1013,-0.103201626587,-0.1013,4.47212219238,4.4945526123,4.47044372559,4.48417663574,0.0,0.0,0.0
2.1965,-0.1013,-0.1013,-0.1013,-0.1013,-0.102200268555,-0.1013,4.45831298828,4.4807434082,4.4571685791,4.47021484375,0.0,0.0,0.0
2.197,-0.1013,-0.1013,-0.1013,-0.1013,-0.102391003418,-0.1013,4.44412231445,4.46746826172,4.44389343262,4.45671081543,0.0,0.0,0.0
2.1975,-0.1013,-0.1013,-0.1013,-0.1013,-0.102391003418,-0.1013,4.43054199219,4.45404052734,4.4303894043,4.44328308105,0.0,0.0,0.0
2.198,-0.1013,-0.1013,-0.1013,-0.1013,-0.10248637085,-0.1013,4.44473266602,4.47532653809,4.45816040039,4.47830200195,0.0,0.0,0.0
2.1985,-0.1013,-0.1013,-0.1013,-0.1013,-0.102581738281,-0.1013,4.57908630371,4.61517333984,4.60021972656,4.62379455566,0.0,0.0,0.0
