startest,,鱼雷,手动触发,,2015-06-03,--&-0.09&--&--&--&--,--&--&--&--,--,--,6.1,6.1,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,1
True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0245,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.55200195312,4.57534790039,4.55070495605,4.56512451172,0.0,0.0,0.0
0.025,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.53666687012,4.56230163574,4.53605651855,4.55085754395,0.0,0.0,0.0
0.0255,-0.1013,-0.11483263855,-0.1013,-0.1013,-0.1013,-0.1013,4.52346801758,4.54734802246,4.52339172363,4.53620910645,0.0,0.0,0.0
0.026,-0.1013,-0.111733197021,-0.1013,-0.1013,-0.1013,-0.1013,4.51042175293,4.53369140625,4.50874328613,4.52339172363,0.0,0.0,0.0
0.0265,-0.1013,-0.118885754395,-0.1013,-0.1013,-0.1013,-0.1013,4.4953918457,4.52095031738,4.49516296387,4.5093536377,0.0,0.0,0.0
0.027,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.48333740234,4.50614929199,4.48257446289,4.49508666992,0.0,0.0,0.0
0.0275,-0.1013,-0.115547894287,-0.1013,-0.1013,-0.1013,-0.1013,4.46975708008,4.49272155762,4.46792602539,4.48265075684,0.0,0.0,0.0
0.028,-0.1013,-0.11745524292,-0.1013,-0.1013,-0.1013,-0.1013,4.45465087891,4.48013305664,4.45449829102,4.46830749512,0.0,0.0,0.0
0.0285,-0.1013,-0.117932080078,-0.1013,-0.1013,-0.1013,-0.1013,4.44290161133,4.46517944336,4.44213867188,4.45465087891,0.0,0.0,0.0
0.029,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.43016052246,4.45472717285,4.43054199219,4.44702148438,0.0,0.0,0.0
0.0295,-0.1013,-0.121508358765,-0.1013,-0.1013,-0.1013,-0.1013,4.46548461914,4.49783325195,4.48043823242,4.50248718262,0.0,0.0,0.0
0.03,-0.1013,-0.119839428711,-0.1013,-0.1013,-0.1013,-0.1013,4.60632324219,4.638671875,4.6231842041,4.64538574219,0.0,0.0,0.0
0.0305,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.66102600098,4.68818664551,4.66278076172,4.67910766602,0.0,0.0,0.0
0.031,-0.1013,-0.11221003418,-0.1013,-0.1013,-0.1013,-0.1013,4.64653015137,4.67193603516,4.64614868164,4.65965270996,0.0,0.0,0.0
0.0315,-0.1013,-0.120316265869,-0.1013,-0.1013,-0.1013,-0.1013,4.6321105957,4.65515136719,4.63035583496,4.64393615723,0.0,0.0,0.0
0.032,-0.1013,-0.115547894287,-0.1013,-0.1013,-0.1013,-0.1013,4.61524963379,4.6410369873,4.61418151855,4.62928771973,0.0,0.0,0.0
0.0325,-0.1013,-0.116978405762,-0.1013,-0.1013,-0.1013,-0.1013,4.60037231445,4.62562561035,4.60052490234,4.61364746094,0.0,0.0,0.0
0.033,-0.1013,-0.117693661499,-0.1013,-0.1013,-0.1013,-0.1013,4.58724975586,4.61044311523,4.58572387695,4.599609375,0.0,0.0,0.0
0.0335,-0.1013,-0.110541104126,-0.1013,-0.1013,-0.1013,-0.1013,4.57160949707,4.59739685059,4.57046508789,4.58541870117,0.0,0.0,0.0
0.034,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.55741882324,4.58206176758,4.55764770508,4.57046508789,0.0,0.0,0.0
0.0345,-0.1013,-0.116978405762,-0.1013,-0.1013,-0.1013,-0.1013,4.54452514648,4.56787109375,4.54315185547,4.55749511719,0.0,0.0,0.0
0.035,-0.1013,-0.115071057129,-0.1013,-0.1013,-0.1013,-0.1013,4.52919006348,4.5548248291,4.52896118164,4.54322814941,0.0,0.0,0.0
0.0355,-0.1013,-0.119839428711,-0.1013,-0.1013,-0.1013,-0.1013,4.51583862305,4.53979492188,4.51606750488,4.52857971191,0.0,0.0,0.0
0.036,-0.1013,-0.116501568604,-0.1013,-0.1013,-0.1013,-0.1013,4.50309753418,4.52606201172,4.50126647949,4.51583862305,0.0,0.0,0.0
0.0365,-0.1013,-0.117693661499,-0.1013,-0.1013,-0.1013,-0.1013,4.48806762695,4.5133972168,4.48760986328,4.501953125,0.0,0.0,0.0
0.037,-0.1013,-0.120316265869,-0.1013,-0.1013,-0.1013,-0.1013,4.47540283203,4.49882507324,4.47509765625,4.48760986328,0.0,0.0,0.0
0.0375,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.46243286133,4.48539733887,4.46022033691,4.47532653809,0.0,0.0,0.0
0.038,-0.1013,-0.112448452759,-0.1013,-0.1013,-0.1013,-0.1013,4.44755554199,4.47250366211,4.44717407227,4.46113586426,0.0,0.0,0.0
0.0385,-0.1013,-0.118408917236,-0.1013,-0.1013,-0.1013,-0.1013,4.43588256836,4.45823669434,4.43496704102,4.44747924805,0.0,0.0,0.0
0.039,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.43450927734,4.46075439453,4.43878173828,4.45823669434,0.0,0.0,0.0
0.0395,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.53819274902,4.57359313965,4.55833435059,4.5825958252,0.0,0.0,0.0
0.04,-0.1013,-0.122223614502,-0.1013,-0.1013,-0.1013,-0.1013,4.66094970703,4.68765258789,4.66514587402,4.68040466309,0.0,0.0,0.0
0.0405,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.65316772461,4.67926025391,4.6524810791,4.66796875,0.0,0.0,0.0
0.041,-0.1013,-0.11745524292,-0.1013,-0.1013,-0.1013,-0.1013,4.63729858398,4.66278076172,4.63691711426,4.65034484863,0.0,0.0,0.0
0.0415,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.62326049805,4.64637756348,4.62142944336,4.63500976562,0.0,0.0,0.0
0.042,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.60662841797,4.63218688965,4.60556030273,4.62066650391,0.0,0.0,0.0
0.0425,-0.1013,-0.111256359863,-0.1013,-0.1013,-0.1013,-0.1013,4.59197998047,4.61700439453,4.59213256836,4.60510253906,0.0,0.0,0.0
0.043,-0.1013,-0.11745524292,-0.1013,-0.1013,-0.1013,-0.1013,4.57885742188,4.6019744873,4.5775604248,4.59106445312,0.0,0.0,0.0
0.0435,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.56314086914,4.58892822266,4.56214904785,4.57733154297,0.0,0.0,0.0
0.044,-0.1013,-0.116978405762,-0.1013,-0.1013,-0.1013,-0.1013,4.5491027832,4.57366943359,4.54940795898,4.56192016602,0.0,0.0,0.0
0.0445,-0.1013,-0.125084637451,-0.1013,-0.1013,-0.1013,-0.1013,4.53651428223,4.55978393555,4.53498840332,4.54925537109,0.0,0.0,0.0
0.045,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.52110290527,4.5467376709,4.52056884766,4.53498840332,0.0,0.0,0.0
0.0455,-0.1013,-0.102196453857,-0.1013,-0.1013,-0.1013,-0.1013,4.50805664062,4.53163146973,4.50798034668,4.52056884766,0.0,0.0,0.0
0.046,-0.1013,-0.116501568604,-0.1013,-0.1013,-0.1013,-0.1013,4.49523925781,4.51835632324,4.49340820312,4.50798034668,0.0,0.0,0.0
0.0465,-0.1013,-0.110302685547,-0.1013,-0.1013,-0.1013,-0.1013,4.4799041748,4.50538635254,4.47982788086,4.4938659668,0.0,0.0,0.0
0.047,-0.1013,-0.113402127075,-0.1013,-0.1013,-0.1013,-0.1013,4.46784973145,4.49104309082,4.46723937988,4.47975158691,0.0,0.0,0.0
0.0475,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.45449829102,4.47738647461,4.45274353027,4.46731567383,0.0,0.0,0.0
0.048,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.43969726562,4.46487426758,4.43954467773,4.45350646973,0.0,0.0,0.0
0.0485,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.4312286377,4.45503234863,4.43305969238,4.44694519043,0.0,0.0,0.0
0.049,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.48112487793,4.51385498047,4.49714660645,4.521484375,0.0,0.0,0.0
0.0495,-0.1013,-0.110302685547,-0.1013,-0.1013,-0.1013,-0.1013,4.62219238281,4.65606689453,4.63775634766,4.65873718262,0.0,0.0,0.0
0.05,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.66217041016,4.68658447266,4.66171264648,4.6745300293,0.0,0.0,0.0
0.0505,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.64332580566,4.66918945312,4.64210510254,4.65751647949,0.0,0.0,0.0
0.051,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.62738037109,4.65278625488,4.62745666504,4.64057922363,0.0,0.0,0.0
0.0515,-0.1013,-0.120316265869,-0.1013,-0.1013,-0.1013,-0.1013,4.61395263672,4.63706970215,4.61196899414,4.62547302246,0.0,0.0,0.0
0.052,-0.1013,-0.115547894287,-0.1013,-0.1013,-0.1013,-0.1013,4.59739685059,4.62333679199,4.59632873535,4.61151123047,0.0,0.0,0.0
0.0525,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.58282470703,4.6076965332,4.58320617676,4.59602355957,0.0,0.0,0.0
0.053,-0.1013,-0.121269940186,-0.1013,-0.1013,-0.1013,-0.1013,4.57000732422,4.5930480957,4.56848144531,4.58236694336,0.0,0.0,0.0
0.0535,-0.1013,-0.110779522705,-0.1013,-0.1013,-0.1013,-0.1013,4.55421447754,4.57992553711,4.55345153809,4.56817626953,0.0,0.0,0.0
0.054,-0.1013,-0.101958035278,-0.1013,-0.1013,-0.1013,-0.1013,4.54048156738,4.56497192383,4.54071044922,4.55337524414,0.0,0.0,0.0
0.0545,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.52789306641,4.55108642578,4.5263671875,4.54063415527,0.0,0.0,0.0
0.055,-0.1013,-0.111494778442,-0.1013,-0.1013,-0.1013,-0.1013,4.51248168945,4.53811645508,4.51217651367,4.52651977539,0.0,0.0,0.0
0.0555,-0.1013,-0.117932080078,-0.1013,-0.1013,-0.1013,-0.1013,4.49974060059,4.52346801758,4.49935913086,4.51210021973,0.0,0.0,0.0
0.056,-0.1013,-0.110779522705,-0.1013,-0.1013,-0.1013,-0.1013,4.48669433594,4.50965881348,4.4849395752,4.4994354248,0.0,0.0,0.0
0.0565,-0.1013,-0.119362591553,-0.1013,-0.1013,-0.1013,-0.1013,4.47166442871,4.49699401855,4.47143554688,4.48554992676,0.0,0.0,0.0
0.057,-0.1013,-0.111733197021,-0.1013,-0.1013,-0.1013,-0.1013,4.45938110352,4.482421875,4.45892333984,4.47135925293,0.0,0.0,0.0
0.0575,-0.1013,-0.113163708496,-0.1013,-0.1013,-0.1013,-0.1013,4.44625854492,4.46914672852,4.44442749023,4.45892333984,0.0,0.0,0.0
0.058,-0.1013,-0.111494778442,-0.1013,-0.1013,-0.1013,-0.1013,4.43153381348,4.45648193359,4.43115234375,4.44541931152,0.0,0.0,0.0
0.0585,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.44396972656,4.47242736816,4.4554901123,4.47509765625,0.0,0.0,0.0
0.059,-0.1013,-0.112448452759,-0.1013,-0.1013,-0.1013,-0.1013,4.56954956055,4.6044921875,4.58831787109,4.6134185791,0.0,0.0,0.0
0.0595,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.66377258301,4.69017028809,4.66323852539,4.67712402344,0.0,0.0,0.0
0.06,-0.1013,-0.111494778442,-0.1013,-0.1013,-0.1013,-0.1013,4.65209960938,4.6752166748,4.65026855469,4.66339111328,0.0,0.0,0.0
0.0605,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.63432312012,4.65972900391,4.6329498291,4.64820861816,0.0,0.0,0.0
0.061,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.61845397949,4.64378356934,4.61860656738,4.63157653809,0.0,0.0,0.0
0.0615,-0.1013,-0.111017941284,-0.1013,-0.1013,-0.1013,-0.1013,4.60540771484,4.62821960449,4.60342407227,4.61685180664,0.0,0.0,0.0
0.062,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.58923339844,4.61471557617,4.58786010742,4.60304260254,0.0,0.0,0.0
0.0625,-0.1013,-0.110302685547,-0.1013,-0.1013,-0.1013,-0.1013,4.57450866699,4.599609375,4.57481384277,4.58786010742,0.0,0.0,0.0
0.063,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.56192016602,4.58457946777,4.56039428711,4.57382202148,0.0,0.0,0.0
0.0635,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.54620361328,4.57168579102,4.54513549805,4.56031799316,0.0,0.0,0.0
0.064,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.53254699707,4.55696105957,4.53269958496,4.54544067383,0.0,0.0,0.0
0.0645,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.5198059082,4.5426940918,4.51858520508,4.5320892334,0.0,0.0,0.0
0.065,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.50469970703,4.53010559082,4.50378417969,4.51866149902,0.0,0.0,0.0
0.0655,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.49111938477,4.51530456543,4.49165344238,4.50386047363,0.0,0.0,0.0
0.066,-0.1013,-0.111256359863,-0.1013,-0.1013,-0.1013,-0.1013,4.47891235352,4.50187683105,4.4775390625,4.49150085449,0.0,0.0,0.0
0.0665,-0.1013,-0.123415707397,-0.1013,-0.1013,-0.1013,-0.1013,4.46395874023,4.48928833008,4.46319580078,4.47792053223,0.0,0.0,0.0
0.067,-0.1013,-0.113163708496,-0.1013,-0.1013,-0.1013,-0.1013,4.45152282715,4.47463989258,4.45121765137,4.46350097656,0.0,0.0,0.0
0.0675,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.43855285645,4.46128845215,4.43656921387,4.45129394531,0.0,0.0,0.0
0.068,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.4312286377,4.45777893066,4.43389892578,4.44931030273,0.0,0.0,0.0
0.0685,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.5076751709,4.54055786133,4.52667236328,4.54971313477,0.0,0.0,0.0
0.069,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.64424133301,4.6753692627,4.65431213379,4.67445373535,0.0,0.0,0.0
0.0695,-0.1013,-0.11745524292,-0.1013,-0.1013,-0.1013,-0.1013,4.65766906738,4.68246459961,4.65515136719,4.66873168945,0.0,0.0,0.0
0.07,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.64141845703,4.6647644043,4.63973999023,4.65301513672,0.0,0.0,0.0
0.0705,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.62493896484,4.64965820312,4.6231842041,4.63844299316,0.0,0.0,0.0
0.071,-0.1013,-0.107441662598,-0.1013,-0.1013,-0.1013,-0.1013,4.60891723633,4.63493347168,4.60823059082,4.6223449707,0.0,0.0,0.0
0.0715,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.59579467773,4.61868286133,4.59449768066,4.60754394531,0.0,0.0,0.0
0.072,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.58053588867,4.60548400879,4.57885742188,4.59419250488,0.0,0.0,0.0
0.0725,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.56520080566,4.59083557129,4.56550598145,4.57878112793,0.0,0.0,0.0
0.073,-0.1013,-0.116501568604,-0.1013,-0.1013,-0.1013,-0.1013,4.55299377441,4.57580566406,4.5516204834,4.56466674805,0.0,0.0,0.0
0.0735,-0.1013,-0.112686871338,-0.1013,-0.1013,-0.1013,-0.1013,4.53758239746,4.5629119873,4.53636169434,4.55154418945,0.0,0.0,0.0
0.074,-0.1013,-0.121269940186,-0.1013,-0.1013,-0.1013,-0.1013,4.52377319336,4.54856872559,4.52377319336,4.53659057617,0.0,0.0,0.0
0.0745,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.51148986816,4.53392028809,4.50988769531,4.52331542969,0.0,0.0,0.0
0.075,-0.1013,-0.112686871338,-0.1013,-0.1013,-0.1013,-0.1013,4.49600219727,4.52117919922,4.49516296387,4.50996398926,0.0,0.0,0.0
0.0755,-0.1013,-0.12270045166,-0.1013,-0.1013,-0.1013,-0.1013,4.48257446289,4.5068359375,4.48310852051,4.49546813965,0.0,0.0,0.0
0.076,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.47052001953,4.49317932129,4.46899414062,4.48280334473,0.0,0.0,0.0
0.0765,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.45526123047,4.48059082031,4.45472717285,4.46937561035,0.0,0.0,0.0
0.077,-0.1013,-0.113163708496,-0.1013,-0.1013,-0.1013,-0.1013,4.44236755371,4.46624755859,4.44274902344,4.45487976074,0.0,0.0,0.0
0.0775,-0.1013,-0.112686871338,-0.1013,-0.1013,-0.1013,-0.1013,4.43069458008,4.45388793945,4.43099975586,4.44641113281,0.0,0.0,0.0
0.078,-0.1013,-0.111733197021,-0.1013,-0.1013,-0.1013,-0.1013,4.46197509766,4.4945526123,4.47654724121,4.49920654297,0.0,0.0,0.0
0.0785,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.60151672363,4.63455200195,4.61936950684,4.6410369873,0.0,0.0,0.0
0.079,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.66163635254,4.68688964844,4.66194152832,4.67849731445,0.0,0.0,0.0
0.0795,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.64630126953,4.67224121094,4.64553833008,4.65965270996,0.0,0.0,0.0
0.08,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.63180541992,4.65515136719,4.6305847168,4.64370727539,0.0,0.0,0.0
0.0805,-0.1013,-0.122462033081,-0.1013,-0.1013,-0.1013,-0.1013,4.61616516113,4.64073181152,4.61433410645,4.62944030762,0.0,0.0,0.0
0.081,-0.1013,-0.110541104126,-0.1013,-0.1013,-0.1013,-0.1013,4.59999084473,4.62585449219,4.599609375,4.61364746094,0.0,0.0,0.0
0.0815,-0.1013,-0.10934901123,-0.1013,-0.1013,-0.1013,-0.1013,4.58709716797,4.61006164551,4.5858001709,4.59922790527,0.0,0.0,0.0
0.082,-0.1013,-0.119839428711,-0.1013,-0.1013,-0.1013,-0.1013,4.57214355469,4.59693908691,4.5703125,4.58564758301,0.0,0.0,0.0
