startest,,诱饵,手动触发,,2015-06-10,--&--&--&--&--&--,--&--&--&--,0.0,0.0,3.3,0.0,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,4
True,False,False,False,False,False,False,False,False,False,False,True,True,True
-3.2635,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.49020385742,4.51385498047,4.48883056641,4.50355529785,0.0,0.0,0
-3.263,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47677612305,4.50248718262,4.47685241699,4.49089050293,0.0,0.0,0.0
-3.2625,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.4660949707,4.48905944824,4.46533203125,4.47814941406,0.0,0.0,0.0
-3.262,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45381164551,4.47700500488,4.45259094238,4.46701049805,0.0,0.0,0.0
-3.2615,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44046020508,4.46586608887,4.44053649902,4.45457458496,0.0,0.0,0.0
-3.261,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43786621094,4.46266174316,4.44107055664,4.45487976074,0.0,0.0,0.0
-3.2605,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51332092285,4.54582214355,4.53010559082,4.55459594727,0.0,0.0,0.0
-3.26,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63562011719,4.66735839844,4.64553833008,4.66415405273,0.0,0.0,0.0
-3.2595,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64942932129,4.67247009277,4.6467590332,4.65957641602,0.0,0.0,0.0
-3.259,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63310241699,4.65728759766,4.6314239502,4.64630126953,0.0,0.0,0.0
-3.2585,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61753845215,4.64363098145,4.61692810059,4.63195800781,0.0,0.0,0.0
-3.258,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60403442383,4.62905883789,4.60433959961,4.61738586426,0.0,0.0,0.0
-3.2575,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.59182739258,4.61547851562,4.59045410156,4.60487365723,0.0,0.0,0.0
-3.257,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57763671875,4.60327148438,4.57641601562,4.59182739258,0.0,0.0,0.0
-3.2565,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5645904541,4.58969116211,4.56497192383,4.57809448242,0.0,0.0,0.0
-3.256,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5532989502,4.57626342773,4.55184936523,4.56565856934,0.0,0.0,0.0
-3.2555,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.5393371582,4.56474304199,4.53826904297,4.55368041992,0.0,0.0,0.0
-3.255,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.52651977539,4.55184936523,4.52644348145,4.54002380371,0.0,0.0,0.0
-3.2545,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.51568603516,4.53834533691,4.51431274414,4.52766418457,0.0,0.0,0.0
-3.254,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50256347656,4.52705383301,4.5011138916,4.51614379883,0.0,0.0,0.0
-3.2535,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.48951721191,4.51446533203,4.48890686035,4.5027923584,0.0,0.0,0.0
-3.253,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.47875976562,4.50134277344,4.47769165039,4.49081420898,0.0,0.0,0.0
-3.2525,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.46617126465,4.4896697998,4.46434020996,4.47952270508,0.0,0.0,0.0
-3.252,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.45281982422,4.47814941406,4.45266723633,4.46647644043,0.0,0.0,0.0
-3.2515,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.44221496582,4.46487426758,4.44152832031,4.45404052734,0.0,0.0,0.0
-3.251,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.43801879883,4.46273803711,4.43939208984,4.45594787598,0.0,0.0,0.0
-3.2505,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.50996398926,4.54475402832,4.5280456543,4.55177307129,0.0,0.0,0.0
-3.25,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63577270508,4.66514587402,4.64538574219,4.66285705566,0.0,0.0,0.0
-3.2495,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.64912414551,4.67247009277,4.64538574219,4.66049194336,0.0,0.0,0.0
-3.249,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.63150024414,4.65774536133,4.63119506836,4.64576721191,0.0,0.0,0.0
-3.2485,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.61891174316,4.64241027832,4.61784362793,4.63081359863,0.0,0.0,0.0
-3.248,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.60464477539,4.62875366211,4.60304260254,4.61822509766,0.0,0.0,0.0
-3.2475,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.58999633789,4.61616516113,4.58984375,4.60441589355,0.0,0.0,0.0
-3.247,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.57847595215,4.6019744873,4.57778930664,4.59075927734,0.0,0.0,0.0
-3.2465,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.56535339355,4.58908081055,4.56352233887,4.57893371582,0.0,0.0,0.0
-3.246,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.55131530762,4.57717895508,4.55101013184,4.56558227539,0.0,0.0,0.0
-3.2455,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,-0.1013,4.53941345215,4.56344604492,4.53948974609,4.55238342285,0.0,0.0,0.0
